,id,rating,predicted_rating,context_time,movie_id,learner_id,movie_knowledge_area,level_of_education,level_of_english,level_of_literature,level_of_history,level_of_biology,level_of_physics,level_of_math,learning_goal,learning_style
799,12795,4,,2017-12-07 21:10:26.83522+00,330,39,LT,ES,ML,ML,ML,LL,LL,LL,STL,SQN
800,12796,2,,2017-12-07 21:10:26.854109+00,274,39,,ES,ML,ML,ML,LL,LL,LL,STL,SQN
801,12797,5,,2017-12-07 21:10:26.867409+00,96,39,,ES,ML,ML,ML,LL,LL,LL,STL,SQN
802,12798,3,,2017-12-07 21:10:26.876399+00,320,39,,ES,ML,ML,ML,LL,LL,LL,STL,SQN
803,12799,4,,2017-12-07 21:10:26.886771+00,350,39,HT,ES,ML,ML,ML,LL,LL,LL,STL,SQN
804,13185,3,,2017-12-07 21:17:02.725142+00,348,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
805,13186,4,,2017-12-07 21:17:02.748439+00,191,40,HT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
806,13187,5,,2017-12-07 21:17:02.795352+00,265,40,PH,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
807,13188,3,,2017-12-07 21:17:02.827129+00,351,40,MT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
808,13189,5,,2017-12-07 21:17:02.868186+00,158,40,HT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
809,13190,3,,2017-12-07 21:17:02.903753+00,49,40,LT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
810,13191,5,,2017-12-07 21:17:02.989182+00,15,40,LT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
811,13192,3,,2017-12-07 21:17:03.027442+00,310,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
812,13193,5,,2017-12-07 21:17:03.053298+00,317,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
813,13194,5,,2017-12-07 21:17:03.086069+00,144,40,HT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
814,13195,4,,2017-12-07 21:17:03.123954+00,240,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
815,13196,4,,2017-12-07 21:17:03.169258+00,322,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
816,13197,3,,2017-12-07 21:17:03.193248+00,85,40,BL,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
817,13198,4,,2017-12-07 21:17:03.251395+00,286,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
818,13199,5,,2017-12-07 21:17:03.338898+00,168,40,LT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
819,13200,4,,2017-12-07 21:17:03.4151+00,56,40,LT,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
820,13201,4,,2017-12-07 21:17:03.455429+00,72,40,,EM,ML,ML,ML,ML,ML,HL,LLL,SQN
821,13590,2,,2017-12-07 22:02:46.994952+00,93,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
822,13591,4,,2017-12-07 22:02:47.043183+00,254,41,HT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
823,13592,4,,2017-12-07 22:02:47.078533+00,196,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
824,13593,2,,2017-12-07 22:02:47.119639+00,400,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
825,13594,5,,2017-12-07 22:02:47.156302+00,383,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
826,13595,2,,2017-12-07 22:02:47.213487+00,172,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
827,13596,2,,2017-12-07 22:02:47.282885+00,404,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
828,13597,2,,2017-12-07 22:02:47.320982+00,329,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
829,13598,2,,2017-12-07 22:02:47.367149+00,222,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
830,13599,4,,2017-12-07 22:02:47.427001+00,3,41,EN,ES,HL,ML,LL,LL,LL,HL,STL,SQN
831,13600,2,,2017-12-07 22:02:47.465335+00,174,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
832,13601,4,,2017-12-07 22:02:47.504482+00,364,41,PH,ES,HL,ML,LL,LL,LL,HL,STL,SQN
833,13602,4,,2017-12-07 22:02:47.584239+00,167,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
834,13603,3,,2017-12-07 22:02:47.656456+00,73,41,BL,ES,HL,ML,LL,LL,LL,HL,STL,SQN
835,13604,4,,2017-12-07 22:02:47.715535+00,259,41,BL,ES,HL,ML,LL,LL,LL,HL,STL,SQN
836,13605,2,,2017-12-07 22:02:47.756929+00,391,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
837,13606,1,,2017-12-07 22:02:47.819339+00,321,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
838,13607,1,,2017-12-07 22:02:47.879571+00,256,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
839,13608,2,,2017-12-07 22:02:47.910602+00,257,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
840,13609,3,,2017-12-07 22:02:47.936552+00,90,41,BL,ES,HL,ML,LL,LL,LL,HL,STL,SQN
841,13653,1,4.5261190000000004,2017-12-07 22:05:58.619221+00,45,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
842,13674,1,4.548677,2017-12-07 22:05:58.582419+00,66,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
843,13648,3,4.793526,2017-12-07 22:05:58.597969+00,40,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
844,13671,2,4.518167,2017-12-07 22:05:58.571776+00,63,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
845,13732,3,4.676817,2017-12-07 22:05:58.461717+00,127,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
846,13713,1,4.799357,2017-12-07 22:05:58.454214+00,108,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
847,13728,3,5.004329,2017-12-07 22:05:58.446661+00,123,41,HT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
848,13710,4,5.34005,2017-12-07 22:05:58.483649+00,105,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
849,13731,5,2.560795,2017-12-07 22:05:58.439363+00,126,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
850,13855,4,5.3296209999999995,2017-12-07 22:05:58.510903+00,258,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
851,13863,3,4.69785,2017-12-07 22:05:58.328431+00,267,41,PH,ES,HL,ML,LL,LL,LL,HL,STL,SQN
852,13769,1,6.133936,2017-12-07 22:05:58.491243+00,164,41,HT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
853,13864,4,4.656108000000001,2017-12-07 22:05:58.4019+00,268,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
854,13870,3,5.697623,2017-12-07 22:05:58.554635+00,274,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
855,13841,4,5.451333999999999,2017-12-07 22:05:58.361984+00,241,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
856,13860,3,5.5553040000000005,2017-12-07 22:05:58.338491+00,264,41,BL,ES,HL,ML,LL,LL,LL,HL,STL,SQN
857,13828,1,4.531029,2017-12-07 22:05:58.320393+00,228,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
858,13966,5,4.813057,2017-12-07 22:05:58.53041+00,373,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
859,13995,3,,2017-12-07 22:07:32.74913+00,348,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
860,13998,5,,2017-12-07 22:07:32.793414+00,165,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
861,13996,2,,2017-12-07 22:07:32.764368+00,386,42,LT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
862,13997,5,,2017-12-07 22:07:32.77711+00,381,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
863,13978,3,4.89485,2017-12-07 22:05:58.276511+00,386,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
864,13979,1,4.592065,2017-12-07 22:05:58.312233+00,387,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
865,13918,2,4.593801,2017-12-07 22:05:58.381526+00,323,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
866,13920,1,5.022471,2017-12-07 22:05:58.419091+00,325,41,BL,ES,HL,ML,LL,LL,LL,HL,STL,SQN
867,13953,2,5.3407919999999995,2017-12-07 22:05:58.431933+00,359,41,PH,ES,HL,ML,LL,LL,LL,HL,STL,SQN
868,13733,3,4.690116000000001,2017-12-07 22:05:58.468827+00,128,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
869,13831,1,4.548836,2017-12-07 22:05:58.476903+00,231,41,LT,ES,HL,ML,LL,LL,LL,HL,STL,SQN
870,13967,4,5.256176,2017-12-07 22:05:58.500608+00,374,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
871,13969,1,4.530871,2017-12-07 22:05:58.518715+00,376,41,,ES,HL,ML,LL,LL,LL,HL,STL,SQN
872,13999,5,,2017-12-07 22:07:32.811279+00,357,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
873,14000,2,,2017-12-07 22:07:32.821325+00,356,42,LT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
874,14001,4,,2017-12-07 22:07:32.832636+00,354,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
875,14002,5,,2017-12-07 22:07:32.842823+00,34,42,PH,MT,HL,ML,LL,LL,ML,LL,STL,SQN
876,14003,2,,2017-12-07 22:07:32.851686+00,20,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
877,14004,4,,2017-12-07 22:07:32.860795+00,350,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
878,14005,2,,2017-12-07 22:07:32.869136+00,340,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
879,14006,4,,2017-12-07 22:07:32.877614+00,290,42,LT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
880,14007,5,,2017-12-07 22:07:32.887153+00,260,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
881,14008,3,,2017-12-07 22:07:32.896845+00,221,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
882,14009,2,,2017-12-07 22:07:32.906028+00,75,42,LT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
883,14010,4,,2017-12-07 22:07:32.918068+00,149,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
884,14011,4,,2017-12-07 22:07:32.932476+00,254,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
885,14012,1,,2017-12-07 22:07:32.943746+00,64,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
886,14013,3,,2017-12-07 22:07:32.955086+00,283,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
887,14014,5,,2017-12-07 22:07:32.965457+00,316,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
888,14083,5,6.203547,2017-12-07 22:09:52.035901+00,72,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
889,14031,3,7.15395,2017-12-07 22:09:52.024184+00,17,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
890,14138,5,6.432949,2017-12-07 22:09:52.049588+00,128,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
891,14051,1,5.763273000000001,2017-12-07 22:09:52.003587+00,39,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
892,14103,5,5.907037,2017-12-07 22:09:52.084506+00,93,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
893,14091,5,6.336644000000001,2017-12-07 22:09:51.996964+00,81,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
894,14161,2,6.9415960000000005,2017-12-07 22:09:51.965261+00,152,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
895,14209,3,7.031542999999999,2017-12-07 22:09:51.971084+00,201,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
896,14262,2,6.134384,2017-12-07 22:09:52.011914+00,256,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
897,14149,1,6.575556,2017-12-07 22:09:51.959326+00,139,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
898,14229,3,5.9704239999999995,2017-12-07 22:09:51.953409+00,222,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
899,14171,2,5.819246,2017-12-07 22:09:52.075825+00,162,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
900,14239,5,5.7461519999999995,2017-12-07 22:09:52.05547+00,232,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
901,14234,5,5.953041000000001,2017-12-07 22:09:51.91205+00,227,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
902,14323,4,5.710615,2017-12-07 22:09:51.990963+00,321,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
903,14358,4,8.545421000000001,2017-12-07 22:09:52.068669+00,362,42,HT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
904,14290,5,5.837879,2017-12-07 22:09:52.030196+00,286,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
905,14304,5,5.754773,2017-12-07 22:09:52.018449+00,301,42,PH,MT,HL,ML,LL,LL,ML,LL,STL,SQN
906,14387,3,6.099817,2017-12-07 22:09:52.101278+00,393,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
907,14274,5,6.144904,2017-12-07 22:09:51.984743+00,269,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
908,14336,5,7.358047999999999,2017-12-07 22:09:52.09369+00,334,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
909,14386,4,6.241415,2017-12-07 22:09:52.108431+00,392,42,LT,MT,HL,ML,LL,LL,ML,LL,STL,SQN
910,14391,2,5.93958,2017-12-07 22:09:52.115789+00,397,42,BL,MT,HL,ML,LL,LL,ML,LL,STL,SQN
911,14343,5,5.737161,2017-12-07 22:09:51.947612+00,342,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
912,14247,5,5.924930000000001,2017-12-07 22:09:51.977983+00,240,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
913,14355,5,6.139339,2017-12-07 22:09:52.042147+00,359,42,PH,MT,HL,ML,LL,LL,ML,LL,STL,SQN
914,14115,2,6.036087,2017-12-07 22:09:52.061682+00,105,42,,MT,HL,ML,LL,LL,ML,LL,STL,SQN
915,14400,4,,2017-12-08 00:02:31.802329+00,80,44,LT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
916,14401,3,,2017-12-08 00:02:31.822599+00,264,44,BL,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
917,14402,1,,2017-12-08 00:02:31.84413+00,179,44,LT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
918,14403,4,,2017-12-08 00:02:31.86893+00,34,44,PH,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
919,14404,1,,2017-12-08 00:02:31.898074+00,79,44,HT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
920,14405,1,,2017-12-08 00:02:31.936582+00,272,44,LT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
921,14406,1,,2017-12-08 00:02:31.961794+00,125,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
922,14407,2,,2017-12-08 00:02:31.985358+00,395,44,HT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
923,14408,1,,2017-12-08 00:02:32.030753+00,190,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
924,14409,3,,2017-12-08 00:02:32.080176+00,202,44,HT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
925,14410,2,,2017-12-08 00:02:32.131973+00,192,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
926,14411,1,,2017-12-08 00:02:32.143537+00,7,44,LT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
927,14412,4,,2017-12-08 00:02:32.158544+00,309,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
928,14413,3,,2017-12-08 00:02:32.180249+00,215,44,BL,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
929,14414,1,,2017-12-08 00:02:32.206095+00,379,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
930,14415,4,,2017-12-08 00:02:32.220929+00,389,44,LT,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
931,14416,3,,2017-12-08 00:02:32.241433+00,85,44,BL,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
932,14417,3,,2017-12-08 00:02:32.259062+00,399,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
933,14418,3,,2017-12-08 00:02:32.296495+00,237,44,,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
934,14419,2,,2017-12-08 00:02:32.327658+00,397,44,BL,EM,HL,LL,LL,ML,ML,HL,LLL,SQN
935,14688,1,,2017-12-08 01:06:32.595415+00,200,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
936,14689,2,,2017-12-08 01:06:32.636558+00,86,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
937,14690,1,,2017-12-08 01:06:32.67351+00,318,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
938,14691,1,,2017-12-08 01:06:32.713548+00,7,45,LT,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
939,14692,1,,2017-12-08 01:06:32.773059+00,322,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
940,14693,1,,2017-12-08 01:06:32.822695+00,282,45,BL,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
941,14694,1,,2017-12-08 01:06:32.894017+00,281,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
942,14695,1,,2017-12-08 01:06:32.949248+00,286,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
943,14696,1,,2017-12-08 01:06:32.988748+00,98,45,PH,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
944,14697,1,,2017-12-08 01:06:33.037507+00,250,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
945,14698,1,,2017-12-08 01:06:33.109464+00,230,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
946,14699,1,,2017-12-08 01:06:33.163159+00,256,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
947,14700,1,,2017-12-08 01:06:33.201685+00,29,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
948,14701,1,,2017-12-08 01:06:33.254635+00,137,45,HT,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
949,14702,1,,2017-12-08 01:06:33.305616+00,146,45,HT,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
950,14703,1,,2017-12-08 01:06:33.36311+00,113,45,PH,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
951,14704,1,,2017-12-08 01:06:33.424641+00,257,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
952,14705,1,,2017-12-08 01:06:33.473114+00,91,45,LT,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
953,14706,3,,2017-12-08 01:06:33.545091+00,398,45,EN,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
954,14707,1,,2017-12-08 01:06:33.585724+00,95,45,,MT,HL,HL,HL,ML,LL,HL,LLL,SQN
955,15093,3,,2017-12-08 18:09:23.751861+00,180,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
956,15094,3,,2017-12-08 18:09:23.8069+00,277,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
957,15095,4,,2017-12-08 18:09:23.85889+00,274,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
958,15096,3,,2017-12-08 18:09:23.921737+00,90,46,BL,EM,ML,ML,ML,ML,HL,HL,STL,SQN
959,15097,5,,2017-12-08 18:09:23.974326+00,300,46,PH,EM,ML,ML,ML,ML,HL,HL,STL,SQN
960,15098,3,,2017-12-08 18:09:24.081803+00,187,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
961,15099,4,,2017-12-08 18:09:24.145123+00,2,46,LT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
962,15100,4,,2017-12-08 18:09:24.199302+00,44,46,HT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
963,15101,4,,2017-12-08 18:09:24.272747+00,234,46,HT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
964,15102,2,,2017-12-08 18:09:24.330574+00,4,46,HT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
965,15103,3,,2017-12-08 18:09:24.422603+00,140,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
966,15104,4,,2017-12-08 18:09:24.499164+00,295,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
967,15105,3,,2017-12-08 18:09:24.552662+00,393,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
968,15106,4,,2017-12-08 18:09:24.60882+00,297,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
969,15107,3,,2017-12-08 18:09:24.651178+00,146,46,HT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
970,15108,3,,2017-12-08 18:09:24.698487+00,366,46,,EM,ML,ML,ML,ML,HL,HL,STL,SQN
971,15109,5,,2017-12-08 18:09:24.727574+00,215,46,BL,EM,ML,ML,ML,ML,HL,HL,STL,SQN
972,15110,3,,2017-12-08 18:09:24.768238+00,82,46,LT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
973,15111,4,,2017-12-08 18:09:24.791763+00,339,46,BL,EM,ML,ML,ML,ML,HL,HL,STL,SQN
974,15112,5,,2017-12-08 18:09:24.823176+00,106,46,MT,EM,ML,ML,ML,ML,HL,HL,STL,SQN
975,15498,3,,2017-12-08 19:43:21.608941+00,319,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
976,15499,4,,2017-12-08 19:43:21.622509+00,350,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
977,15500,4,,2017-12-08 19:43:21.633307+00,131,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
978,15501,4,,2017-12-08 19:43:21.644928+00,2,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
979,15502,5,,2017-12-08 19:43:21.657737+00,211,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
980,15503,3,,2017-12-08 19:43:21.668865+00,70,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
981,15504,5,,2017-12-08 19:43:21.680616+00,250,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
982,15505,5,,2017-12-08 19:43:21.691839+00,302,47,BL,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
983,15506,2,,2017-12-08 19:43:21.703886+00,321,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
984,15507,4,,2017-12-08 19:43:21.714275+00,294,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
985,15508,4,,2017-12-08 19:43:21.724398+00,128,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
986,15509,4,,2017-12-08 19:43:21.734805+00,368,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
987,15510,5,,2017-12-08 19:43:21.745731+00,156,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
988,15511,3,,2017-12-08 19:43:21.759292+00,7,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
989,15512,4,,2017-12-08 19:43:21.776674+00,88,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
990,15513,3,,2017-12-08 19:43:21.788641+00,179,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
991,15514,5,,2017-12-08 19:43:21.800417+00,376,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
992,15515,3,,2017-12-08 19:43:21.816619+00,3,47,EN,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
993,15516,5,,2017-12-08 19:43:21.827837+00,365,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
994,15517,3,,2017-12-08 19:43:21.838574+00,253,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
995,15583,3,5.109758,2017-12-08 20:17:13.902612+00,69,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
996,15602,5,5.017248,2017-12-08 20:17:13.960177+00,90,47,BL,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
997,15564,5,3.9369379999999996,2017-12-08 20:17:14.013655+00,50,47,EN,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
998,15533,5,3.932572,2017-12-08 20:17:13.917079+00,19,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
999,15546,4,3.946554,2017-12-08 20:17:14.024327+00,32,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1000,15550,4,3.931018,2017-12-08 20:17:13.982166+00,36,47,EN,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1001,15523,3,5.177882,2017-12-08 20:17:13.887292+00,9,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1002,15623,4,7.720944,2017-12-08 20:17:13.851587+00,111,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1003,15614,5,5.17454,2017-12-08 20:17:13.828954+00,102,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1004,15649,3,7.8093259999999995,2017-12-08 20:17:13.873596+00,139,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1005,15720,3,8.286442,2017-12-08 20:17:13.938175+00,213,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1006,15679,3,3.9583559999999998,2017-12-08 20:17:13.945525+00,170,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1007,15639,3,7.962565,2017-12-08 20:17:13.967453+00,127,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1008,15621,3,5.123033,2017-12-08 20:17:13.798199+00,109,47,PH,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1009,15758,3,7.9012899999999995,2017-12-08 20:17:13.952655+00,252,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1010,15854,5,5.075287,2017-12-08 20:17:13.989988+00,354,47,BL,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1011,15785,3,5.058211,2017-12-08 20:17:14.004177+00,280,47,PH,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1012,15799,2,3.9769639999999997,2017-12-08 20:17:13.880271+00,295,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1013,15748,5,5.0099089999999995,2017-12-08 20:17:13.909797+00,241,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1014,15767,2,3.9427519999999996,2017-12-08 20:17:13.997199+00,262,47,BL,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1015,15795,5,4.980818,2017-12-08 20:17:13.866833+00,290,47,LT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1016,15847,5,10.016917,2017-12-08 20:17:13.859118+00,346,47,HT,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1017,15895,4,7.986227,2017-12-08 20:17:13.821743+00,398,47,EN,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1018,15868,5,5.1411,2017-12-08 20:17:13.835957+00,370,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1019,15897,4,5.076296,2017-12-08 20:17:13.84377+00,400,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
1020,15554,4,5.179819999999999,2017-12-08 20:17:13.894907+00,40,47,,ES,ML,ML,ML,LL,ML,ML,LLL,GLB
